,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
10,0.5974884332087405,0.9130267762307227,0.5531707619445645,0.6854026681125709,0.7393583902379608,0.37660580172460456,-0.4756192884727857,-0.236869671791897,0.4535546878533925,-0.6604946986329139,-0.3533654890621165,0.6354311956445446,-0.23445941747354393,0.6328223997333371,0.8184480983490574,-0.2789940458953777,-0.19266404406857718,0.7485372615018273,0.35166210375867557,-0.027668285143038096,0.16885217605506853,-0.5635567065845952,0.7314938841137621,0.30444724017195224,0.6212329114983923,-0.6254284263952068,-0.4106088755975037,-0.9458261798184555,0.5858402626472308,-0.12876857179143486,-0.684924777768827,0.9786676278194086,0.2552213029470156,0.9384260719561213,0.5562026195223395,0.16206007919247112,0.29470549579170346,-0.8157021932763329,0.8783528587386793,-0.9367007588597656,-0.8092750244417932,0.3924167560438452,0.8040519813195335,0.19530953556085162,-0.2957332227668392,0.7456008520790203,-0.7326242398912628,0.6952643944502139,0.7843142996305428,-0.9304158047050382,-0.6371327238253328,0.35445097835122663,0.9429971773536974,-0.20480015905409021,-0.9158324989896165,0.8113745044349057,-0.13036410340392823,-0.02823159092662375,0.012448340523597778,0.4576655641841183,-0.0792602488813623,-0.2875272447906003,0.7879720601352138,0.20173264678491165,0.4138361294877395,-0.7441483686329708,-0.13036926095263413,0.8774837109667788,0.7643438250501056,-0.7959865295408888,-0.9030852742416269,0.43838489405510916,0.6881836924184512,-0.2615090240680692,-0.6563701410169069,1.5439438971565487,-0.8523337904794288,-0.4134807860148506,3.4775938865358755,-0.08785337406579352
11,0x263D,0x3A6F,0x2367,0x2BDD,0x2F51,0x181A,0xE190,0xF0D8,0x1D07,0xD5BB,0xE963,0x28AA,0xF0FF,0x2880,0x3461,0xEE25,0xF3AC,0x2FE8,0x1681,0xFE3B,0x0ACE,0xDBEF,0x2ED0,0x137C,0x27C2,0xD7F9,0xE5B9,0xC378,0x257E,0xF7C3,0xD42B,0x3EA2,0x1055,0x3C0F,0x2398,0x0A5F,0x12DC,0xCBCC,0x3836,0xC40E,0xCC35,0x191D,0x3375,0x0C7F,0xED13,0x2FB7,0xD11D,0x2C7F,0x3232,0xC475,0xD73A,0x16AF,0x3C5A,0xF2E5,0xC564,0x33ED,0xF7A9,0xFE32,0x00CB,0x1D4A,0xFAEE,0xED9A,0x326E,0x0CE9,0x1A7C,0xD060,0xF7A9,0x3828,0x30EB,0xCD0F,0xC634,0x1C0E,,,,,,,,
12,-0.5100311507353723,-0.6673603427857422,-0.1547682901027534,-0.21222451423715016,-0.6488813676169654,0.33312385107594156,0.7812930045805973,-0.41040762134448205,0.8846839639730062,-0.3034784905195247,0.28085721941154596,-0.9963010419885676,0.6031311576831084,-0.8358755924048371,0.6704146795340864,-0.14676812772025882,0.8658460410247091,0.21896881952136815,-0.5133689163005306,0.3267972549493705,0.9430859252997896,-0.15816450800534443,-0.25912385717420316,0.19087175064687423,-0.4247853340048009,-0.4699456756289264,-0.23674957031655164,-0.07903194895645549,-0.35080148409894507,0.17912070729869023,0.8670125058691935,0.9173267896101776,-0.03406739953085247,0.36969652426363697,-0.29927464163366824,-0.2128091720498566,0.3026184021415248,0.3232563179289938,-0.07152861710676528,0.7899042443968294,0.1930783511051195,0.8606184545178164,0.6823255768077268,-0.7465872081591622,0.08332856846420778,-0.45005527099876974,0.20558542064973806,0.9494364777708175,0.628346487913142,-0.0890103009986003,-0.5756084765734619,0.3365362957636646,-0.14409262630851472,-0.5648441526710646,0.5025915527953801,-0.7366874063112534,0.40718168045538583,0.10867818904737336,-0.979266440825334,-0.9124695842022537,-0.2260602499276041,0.5932966761643979,-0.7900205141843006,-0.467561301706678,-0.783565689195137,0.545840293848469,-0.3550044433821482,0.5882902476601117,-0.6462297302659503,-0.4750517945914188,-0.9844896202068694,-0.6127240185060105,-0.2911683353102888,-2.107443557322522,-0.5805861487465839,-1.1601408825076214,-0.5531590522337317,-0.9871570071750166,0.17942549837642874,0.47960755988833403
13,0xDF5C,0xD54A,0xF619,0xF26B,0xD679,0x1551,0x3200,0xE5BC,0x389E,0xEC94,0x11F9,0xC03D,0x2699,0xCA82,0x2AE8,0xF69C,0x376A,0x0E03,0xDF25,0x14EA,0x3C5B,0xF5E1,0xEF6B,0x0C37,0xE4D1,0xE1ED,0xF0DA,0xFAF2,0xE98D,0x0B76,0x377D,0x3AB5,0xFDD2,0x17A9,0xECD9,0xF262,0x135E,0x14B0,0xFB6D,0x328D,0x0C5B,0x3714,0x2BAB,0xD038,0x0555,0xE333,0x0D28,0x3CC3,0x2836,0xFA4E,0xDB2A,0x1589,0xF6C8,0xDBDA,0x202A,0xD0DB,0x1A0F,0x06F4,0xC154,0xC59B,0xF189,0x25F8,0xCD71,0xE214,0xCDDB,0x22EF,0xE948,0x25A6,0xD6A5,0xE199,0xC0FF,0xD8CA,,,,,,,,
14,-0.7389044326518879,-0.0859570361670996,0.1583624231612808,0.786347965085733,0.28690572775024026,0.3688021167194637,0.5160789149589682,0.4779575713512476,0.15929613747314275,-0.6714277453822024,0.910131132050571,0.1788091976516306,-0.9352945429593271,-0.31065187897469193,-0.05224229710385986,0.29492497041827836,0.3095680132520853,-0.47151165093044045,0.18923883899889593,0.5949239112709714,-0.02459436034437701,0.3693640269308449,0.035615473380239626,-0.7143451381453421,0.3848411091884285,0.2670701365861179,-0.8835623032312327,-0.8526523223819464,-0.2865724773067855,0.952286234343243,0.7333346329846513,0.785690446666462,0.45940254511576084,-0.4491318921354841,-0.025009061396935595,-0.0009045354130350347,-0.7209011239120344,0.7234442577470905,-0.5006484295633629,0.020973663133487364,0.5722285680244277,0.6035408340086466,0.7523832136253181,-0.25681846827415167,0.34129508099473704,-0.2803608005089162,0.8193430610434094,0.2785347249320629,0.5385695208534111,0.40648267986201136,-0.7696453566146475,-0.7494822040413127,0.5224791621702136,-0.3805077264324408,-0.1603155356337449,-0.8788859921854881,0.9331391956610069,-0.9806047099241713,0.9732823221236806,0.8000018683623917,-0.28951077320388463,0.3998608640464376,-0.626764737618815,-0.7142038211328166,-0.6794266135333487,0.4096808491978814,0.6269696078482248,-0.1097741555734042,-0.9572744291343755,0.44855629896466653,0.3800711726768229,0.786988070271891,0.942858748253473,1.1359301409411815,-0.709578883670064,0.9861055625360874,0.3291180003164406,0.4365267689878129,-2.0230999513913535,-0.8571193940504072
15,0xD0B6,0xFA80,0x0A22,0x3253,0x125C,0x179A,0x2107,0x1E96,0x0A31,0xD508,0x3A3F,0x0B71,0xC425,0xEC1F,0xFCA9,0x12E0,0x13CF,0xE1D3,0x0C1C,0x2613,0xFE6E,0x17A3,0x0247,0xD249,0x18A1,0x1117,0xC774,0xC96F,0xEDA9,0x3CF2,0x2EEE,0x3248,0x1D66,0xE342,0xFE67,0xFFF2,0xD1DD,0x2E4C,0xDFF6,0x0157,0x249F,0x26A0,0x3027,0xEF91,0x15D7,0xEE0F,0x3470,0x11D3,0x2277,0x1A03,0xCEBF,0xD009,0x2170,0xE7A6,0xF5BE,0xC7C1,0x3BB8,0xC13E,0x3E4A,0x3333,0xED79,0x1997,0xD7E4,0xD24B,0xD485,0x1A38,0x2820,0xF8FA,0xC2BD,0x1CB5,0x1853,0x325E,,,,,,,,
16,0.4403112396087845,-0.9703369415712697,-0.7194503532851586,-0.04441672109783967,-0.08120738452692655,0.5107794630520666,-0.7830663003445129,-0.6725152648494657,-0.23837338526902552,-0.7744835008730229,-0.6019591270137299,0.28738107086187425,0.705191552555821,-0.2371349540668144,0.8259009377672226,0.851575379446371,-0.38677415227738177,0.4301773984477879,-0.17605912269713064,0.5786581420001955,0.619217004746281,0.0917077476448076,-0.4594684256480892,-0.6743829642108343,-0.886102889978061,0.10134332811174507,-0.801001548045053,0.8024216575513652,-0.6040700679852453,-0.4148133012994799,0.30633469463694385,0.5436594345807175,-0.9397269578129752,-0.8835003115245101,0.10267929648800167,-0.4377769842752903,-0.7310397172806058,0.4298938223114408,0.9338509208667993,-0.6151418848119561,0.4659194968668403,-0.7429579568532763,0.7615589272140082,0.20643534856776236,-0.30710175923129346,-0.8539501008511503,-0.7623255465406087,0.8420442200293239,0.46839506707272016,-0.2740775491310674,0.8741442825332553,0.08674587145436097,0.8520151383846342,-0.7882529084881502,-0.6916211513897184,-0.7545099116869562,0.1728714712604844,-0.6097587670785305,0.11106994356082822,0.022693248644338304,-0.12920419706556863,-0.6689019729667895,-0.1450276329979272,0.8618246856456486,-0.5224641162331394,-0.062345141932722115,-0.9718327404641467,-0.9159688099509185,-0.2789387948580233,-0.4716769588989689,-0.06706028301696731,0.542346670881251,0.03982393018931496,0.8162080480133814,-0.7345939947664692,1.138550464294592,0.4521583946274095,-0.13004981110552638,-1.3852957271449828,0.6476476955234924
17,0x1C2E,0xC1E6,0xD1F5,0xFD29,0xFACE,0x20B0,0xCDE3,0xD4F6,0xF0BF,0xCE6F,0xD97A,0x1264,0x2D21,0xF0D3,0x34DB,0x3680,0xE740,0x1B88,0xF4BC,0x2508,0x27A1,0x05DE,0xE299,0xD4D7,0xC74B,0x067C,0xCCBD,0x335A,0xD957,0xE574,0x139A,0x22CB,0xC3DC,0xC775,0x0692,0xE3FC,0xD137,0x1B83,0x3BC4,0xD8A2,0x1DD1,0xD074,0x30BD,0x0D36,0xEC59,0xC959,0xCF37,0x35E4,0x1DFA,0xEE76,0x37F1,0x058D,0x3687,0xCD8E,0xD3BD,0xCFB7,0x0B10,0xD8FA,0x071B,0x0173,0xF7BC,0xD531,0xF6B8,0x3728,0xDE90,0xFC03,0xC1CE,0xC561,0xEE26,0xE1D1,0xFBB6,0x22B5,,,,,,,,
18,-0.3920980686659772,-0.7328448616905352,-0.13900836150730567,-0.7444511638496218,-0.18469853763292354,-0.6852168530934031,-0.5964071253054339,0.6537608607891323,-0.6616473840427926,-0.9199523989222531,-0.6312226876695157,0.26217033895407305,0.4168612833566552,0.38169940305711236,0.97170714079305,0.2118796453653491,-0.007022425766078033,-0.0072819476703873676,-0.6803509661130713,0.8216721885715113,-0.7629974192392535,-0.07486836151341225,0.2721756646478477,0.8973139043348985,-0.2470228713719418,-0.24217033049982528,0.9369910660376481,-0.062001884884709035,0.7990646246073587,-0.009748977027794758,0.006959818257153971,-0.2820093727355295,0.7995892581267099,-0.0039250409759985505,-0.5655350390805205,-0.5335882314101217,-0.4590599449192563,0.7387556730521749,0.5757198178582572,-0.7595211581417074,0.3014173307198622,0.49786843120738,-0.9275200765642655,-0.3520160467046576,-0.3133496391269215,0.32094096671105676,0.42550186255957967,0.9114076740272905,-0.7146526864813343,0.743636237364137,-0.18414984907400855,0.07348960309478936,-0.3291211582141227,-0.046302561671511366,0.743403787530293,-0.6866381036256772,-0.07876862570390686,0.08038006570492096,0.3445550170070837,0.8950035773293137,0.21728863233613205,-0.3095198275425477,0.9641173120655917,0.878191693768626,0.8706987300182734,0.6030774045625427,-0.8328756034353728,-0.7499963418288456,-0.6632888181866847,0.1523563350798962,-0.09521347159040339,-0.05943728482571897,-0.07320957636899267,-1.1252531272337254,0.3553228858302354,-1.610422513426972,1.972414834695122,1.7612700733947135,0.10575775323544856,-1.3136059304318195
19,0xE6E8,0xD11A,0xF71B,0xD05B,0xF42E,0xD426,0xD9D5,0x29D7,0xD5A8,0xC520,0xD79B,0x10C7,0x1AAD,0x186D,0x3E30,0x0D8F,0xFF8D,0xFF89,0xD476,0x3496,0xCF2C,0xFB36,0x116B,0x396D,0xF031,0xF081,0x3BF7,0xFC09,0x3323,0xFF61,0x0072,0xEDF4,0x332C,0xFFC0,0xDBCF,0xDDDA,0xE29F,0x2F47,0x24D8,0xCF65,0x134A,0x1FDD,0xC4A4,0xE979,0xEBF3,0x148A,0x1B3B,0x3A54,0xD244,0x2F97,0xF437,0x04B4,0xEAF0,0xFD0A,0x2F93,0xD40F,0xFAF6,0x0524,0x160D,0x3947,0x0DE8,0xEC31,0x3DB4,0x3834,0x37B9,0x2698,0xCAB3,0xD001,0xD58D,0x09C0,0xF9E9,0xFC33,,,,,,,,
20,0.006888785157242339,0.8211228776731618,0.6628397824924146,0.8663444668220144,-0.6620347197802536,0.866498811504101,-0.026167252028454158,-0.5905146865279198,0.9652354952599647,-0.5038336194405242,-0.5548233699402683,0.527769899887947,-0.15821582949358493,0.418590282199512,0.9077692391188552,0.6369113975220775,-0.4038795257657679,0.17158981347977154,0.2746771577190743,0.2245353517439932,-0.5941899559892885,-0.4463780686710075,-0.059503584172863944,0.9073534837648851,0.0384447382870412,-0.5059504871107909,0.22962755097330567,-0.9174008054543128,-0.7776611456422076,-0.7048560980319996,0.043072357881123846,0.8143777645368304,0.3437133067413969,-0.5336563434511357,-0.7444553446744435,0.8269150590926819,0.4865470415696658,0.3849953492936813,-0.079435473589061,-0.036586611913264955,-0.8216012325090478,0.6335505509440091,-0.4948914688074919,0.9382639806522755,-0.8829577744750259,0.9106717358180667,-0.20737304296021586,0.10646281971173344,0.13124252578641782,0.6795195183883083,0.7373013996817042,0.6980623488113917,0.4871673280593789,-0.28635101783653694,0.2047969068078852,0.13748736563627495,0.8840533082755166,0.5011322800290734,-0.9705912826611369,0.4593136520423915,0.4490655788907345,-0.5249624434317408,0.908560879590461,0.1349054929612039,0.9573936325689234,0.028113026641108263,0.17220288306421616,0.7810224774919308,0.9548074285170831,0.09982098911209403,0.11380847887605361,-0.41506997034702375,0.516962910098218,0.9562714880702363,-1.1544625023851223,-1.8003830021629295,1.3408430474529784,-0.9411420627297071,1.2197298102515668,1.4758466156219812
21,0x0070,0x348D,0x2A6B,0x3772,0xD5A2,0x3774,0xFE54,0xDA36,0x3DC6,0xDFC2,0xDC7E,0x21C6,0xF5E0,0x1ACA,0x3A18,0x28C3,0xE627,0x0AFB,0x1194,0x0E5E,0xD9F9,0xE36F,0xFC32,0x3A12,0x0275,0xDF9F,0x0EB2,0xC54A,0xCE3B,0xD2E4,0x02C1,0x341E,0x15FF,0xDDD9,0xD05B,0x34EC,0x1F23,0x18A3,0xFAEB,0xFDA9,0xCB6B,0x288C,0xE054,0x3C0C,0xC77E,0x3A48,0xF2BB,0x06D0,0x0866,0x2B7D,0x2F2F,0x2CAD,0x1F2D,0xEDAD,0x0D1B,0x08CC,0x3894,0x2012,0xC1E2,0x1D65,0x1CBD,0xDE68,0x3A25,0x08A2,0x3D45,0x01CC,0x0B05,0x31FC,0x3D1B,0x0663,0x0748,0xE570,,,,,,,,
